"tradetype","districtofficecode","districtofficename","countryoforigin","countryoforiginname","countryofdestination","countryofdestinationname","tariff","statisticalunit","transportcode","transportcodedescription","yearmonth","calendaryear","tariffanddescription","statisticalquantity","customsvalue","worldregion"
"Imports","OSH","Oshoek","SZ","Swaziland","ZA","South Africa","18062010","KG","03","Road","201403","2014","18062010 - Chocolate and sugar confectionery containing cocoa","499.19","22504","AFRICA"
"Imports","JHB","Johannesburg","ID","Indonesia","ZA","South Africa","18062010","KG","01","Maritime","201403","2014","18062010 - Chocolate and sugar confectionery containing cocoa","7344","63311","ASIA"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","18062010","KG","01","Maritime","201403","2014","18062010 - Chocolate and sugar confectionery containing cocoa","66375","2573637","ASIA"
"Imports","DBN","Durban","ES","Spain","ZA","South Africa","18062010","KG","01","Maritime","201403","2014","18062010 - Chocolate and sugar confectionery containing cocoa","3700","184497","EUROPE"
"Imports","DBN","Durban","CN","China","ZA","South Africa","18062010","KG","01","Maritime","201403","2014","18062010 - Chocolate and sugar confectionery containing cocoa","11396.86","133861","ASIA"
"Imports","DBN","Durban","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201403","2014","18062010 - Chocolate and sugar confectionery containing cocoa","1800","99653","EUROPE"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201403","2014","18062010 - Chocolate and sugar confectionery containing cocoa","31000","1783359","EUROPE"
"Imports","CTN","Cape Town","FR","France","ZA","South Africa","18062010","KG","01","Maritime","201403","2014","18062010 - Chocolate and sugar confectionery containing cocoa","3396","444708","EUROPE"
"Imports","CTN","Cape Town","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201403","2014","18062010 - Chocolate and sugar confectionery containing cocoa","680","44919","EUROPE"
"Imports","CTN","Cape Town","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201404","2014","18062010 - Chocolate and sugar confectionery containing cocoa","1200","73258","EUROPE"
"Imports","CTN","Cape Town","BR","Brazil","ZA","South Africa","18062010","KG","01","Maritime","201404","2014","18062010 - Chocolate and sugar confectionery containing cocoa","1796","43518","AMERICA"
"Imports","CTN","Cape Town","PL","Poland","ZA","South Africa","18062010","KG","01","Maritime","201404","2014","18062010 - Chocolate and sugar confectionery containing cocoa","64.8","4397","EUROPE"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201404","2014","18062010 - Chocolate and sugar confectionery containing cocoa","11560","532802","EUROPE"
"Imports","DBN","Durban","IT","Italy","ZA","South Africa","18062010","KG","01","Maritime","201404","2014","18062010 - Chocolate and sugar confectionery containing cocoa","1200","43924","EUROPE"
"Imports","DBN","Durban","PL","Poland","ZA","South Africa","18062010","KG","01","Maritime","201404","2014","18062010 - Chocolate and sugar confectionery containing cocoa","8543","746842","EUROPE"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","18062010","KG","01","Maritime","201404","2014","18062010 - Chocolate and sugar confectionery containing cocoa","40000","1427870","ASIA"
"Imports","DBN","Durban","TR","Turkey","ZA","South Africa","18062010","KG","01","Maritime","201404","2014","18062010 - Chocolate and sugar confectionery containing cocoa","1489.95","26494","ASIA"
"Imports","DFM","Cape Town Int Airport","CH","Switzerland","ZA","South Africa","18062010","KG","04","Air","201404","2014","18062010 - Chocolate and sugar confectionery containing cocoa","3.83","744","EUROPE"
"Imports","DFM","Cape Town Int Airport","US","United States","ZA","South Africa","18062010","KG","04","Air","201404","2014","18062010 - Chocolate and sugar confectionery containing cocoa","36","2890","AMERICA"
"Imports","FBB","Ficksburg Bridge","LS","Lesotho","ZA","South Africa","18062010","KG","03","Road","201404","2014","18062010 - Chocolate and sugar confectionery containing cocoa","30","749","AFRICA"
"Imports","JHB","Johannesburg","IT","Italy","ZA","South Africa","18062010","KG","01","Maritime","201404","2014","18062010 - Chocolate and sugar confectionery containing cocoa","6.87","780","EUROPE"
"Imports","OSH","Oshoek","SZ","Swaziland","ZA","South Africa","18062010","KG","03","Road","201404","2014","18062010 - Chocolate and sugar confectionery containing cocoa","29.73","1438","AFRICA"
"Imports","CTN","Cape Town","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201401","2014","18062010 - Chocolate and sugar confectionery containing cocoa","1800","97274","EUROPE"
"Imports","CTN","Cape Town","BR","Brazil","ZA","South Africa","18062010","KG","01","Maritime","201401","2014","18062010 - Chocolate and sugar confectionery containing cocoa","2702","61569","AMERICA"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201401","2014","18062010 - Chocolate and sugar confectionery containing cocoa","208760","10437125","EUROPE"
"Imports","DBN","Durban","GB","United Kingdom","ZA","South Africa","18062010","KG","01","Maritime","201401","2014","18062010 - Chocolate and sugar confectionery containing cocoa","5573.48","588322","EUROPE"
"Imports","DBN","Durban","FR","France","ZA","South Africa","18062010","KG","01","Maritime","201401","2014","18062010 - Chocolate and sugar confectionery containing cocoa","3974.04","331534","EUROPE"
"Imports","DBN","Durban","IL","Israel","ZA","South Africa","18062010","KG","01","Maritime","201401","2014","18062010 - Chocolate and sugar confectionery containing cocoa","3600","339713","ASIA"
"Imports","DBN","Durban","PL","Poland","ZA","South Africa","18062010","KG","01","Maritime","201401","2014","18062010 - Chocolate and sugar confectionery containing cocoa","5925","216166","EUROPE"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","18062010","KG","01","Maritime","201401","2014","18062010 - Chocolate and sugar confectionery containing cocoa","58525","1985724","ASIA"
"Imports","DFM","Cape Town Int Airport","FR","France","ZA","South Africa","18062010","KG","04","Air","201401","2014","18062010 - Chocolate and sugar confectionery containing cocoa","306","47568","EUROPE"
"Imports","JHB","Johannesburg","NL","Netherlands","ZA","South Africa","18062010","KG","01","Maritime","201401","2014","18062010 - Chocolate and sugar confectionery containing cocoa","5.04","329","EUROPE"
"Imports","JHB","Johannesburg","IL","Israel","ZA","South Africa","18062010","KG","01","Maritime","201401","2014","18062010 - Chocolate and sugar confectionery containing cocoa","808.2","53861","ASIA"
"Imports","JHB","Johannesburg","PL","Poland","ZA","South Africa","18062010","KG","01","Maritime","201401","2014","18062010 - Chocolate and sugar confectionery containing cocoa","5925","213168","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","GB","United Kingdom","ZA","South Africa","18062010","KG","04","Air","201401","2014","18062010 - Chocolate and sugar confectionery containing cocoa","25","112","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","IT","Italy","ZA","South Africa","18062010","KG","04","Air","201401","2014","18062010 - Chocolate and sugar confectionery containing cocoa","3356.87","279119","EUROPE"
"Imports","OSH","Oshoek","SZ","Swaziland","ZA","South Africa","18062010","KG","03","Road","201401","2014","18062010 - Chocolate and sugar confectionery containing cocoa","237.89","71823","AFRICA"
"Imports","MSB","Maseru Bridge","LS","Lesotho","ZA","South Africa","18062010","KG","03","Road","201401","2014","18062010 - Chocolate and sugar confectionery containing cocoa","1","102","AFRICA"
"Imports","CTN","Cape Town","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201501","2015","18062010 - Chocolate and sugar confectionery containing cocoa","320","26281","EUROPE"
"Imports","CTN","Cape Town","BR","Brazil","ZA","South Africa","18062010","KG","01","Maritime","201501","2015","18062010 - Chocolate and sugar confectionery containing cocoa","1500","41377","AMERICA"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201501","2015","18062010 - Chocolate and sugar confectionery containing cocoa","94035.81","4852243","EUROPE"
"Imports","DBN","Durban","DE","Germany","ZA","South Africa","18062010","KG","01","Maritime","201501","2015","18062010 - Chocolate and sugar confectionery containing cocoa","2494.36","151048","EUROPE"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","18062010","KG","01","Maritime","201501","2015","18062010 - Chocolate and sugar confectionery containing cocoa","100025","5382940","ASIA"
"Imports","GMR","Germiston/Alberton","US","United States","ZA","South Africa","18062010","KG","01","Maritime","201501","2015","18062010 - Chocolate and sugar confectionery containing cocoa","1786.27","55171","AMERICA"
"Imports","JSA","O.R. Tambo Int Airport","BE","Belgium","ZA","South Africa","18062010","KG","04","Air","201501","2015","18062010 - Chocolate and sugar confectionery containing cocoa","20","272","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","IT","Italy","ZA","South Africa","18062010","KG","04","Air","201501","2015","18062010 - Chocolate and sugar confectionery containing cocoa","100","5399","EUROPE"
"Imports","KFN","Kopfontein","BW","Botswana","ZA","South Africa","18062010","KG","03","Road","201501","2015","18062010 - Chocolate and sugar confectionery containing cocoa","940","40653","AFRICA"
"Imports","CTN","Cape Town","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201502","2015","18062010 - Chocolate and sugar confectionery containing cocoa","3565.61","267387","EUROPE"
"Imports","CTN","Cape Town","DE","Germany","ZA","South Africa","18062010","KG","01","Maritime","201502","2015","18062010 - Chocolate and sugar confectionery containing cocoa","4431.05","323198","EUROPE"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201502","2015","18062010 - Chocolate and sugar confectionery containing cocoa","16951.23","1126206","EUROPE"
"Imports","DBN","Durban","ES","Spain","ZA","South Africa","18062010","KG","01","Maritime","201502","2015","18062010 - Chocolate and sugar confectionery containing cocoa","240","13405","EUROPE"
"Imports","DBN","Durban","FR","France","ZA","South Africa","18062010","KG","01","Maritime","201502","2015","18062010 - Chocolate and sugar confectionery containing cocoa","3217.93","249741","EUROPE"
"Imports","DBN","Durban","MY","Malaysia","ZA","South Africa","18062010","KG","01","Maritime","201502","2015","18062010 - Chocolate and sugar confectionery containing cocoa","10520","365389","ASIA"
"Imports","DBN","Durban","PT","Portugal","ZA","South Africa","18062010","KG","01","Maritime","201502","2015","18062010 - Chocolate and sugar confectionery containing cocoa","11369.46","1044281","EUROPE"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","18062010","KG","01","Maritime","201502","2015","18062010 - Chocolate and sugar confectionery containing cocoa","120860","6200199","ASIA"
"Imports","DFM","Cape Town Int Airport","CH","Switzerland","ZA","South Africa","18062010","KG","04","Air","201502","2015","18062010 - Chocolate and sugar confectionery containing cocoa","900","53897","EUROPE"
"Imports","DFM","Cape Town Int Airport","FR","France","ZA","South Africa","18062010","KG","04","Air","201502","2015","18062010 - Chocolate and sugar confectionery containing cocoa","368","39540","EUROPE"
"Imports","JHB","Johannesburg","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201502","2015","18062010 - Chocolate and sugar confectionery containing cocoa","6654.49","330534","EUROPE"
"Imports","JHB","Johannesburg","IL","Israel","ZA","South Africa","18062010","KG","01","Maritime","201502","2015","18062010 - Chocolate and sugar confectionery containing cocoa","127.96","9787","ASIA"
"Imports","MSB","Maseru Bridge","LS","Lesotho","ZA","South Africa","18062010","KG","03","Road","201502","2015","18062010 - Chocolate and sugar confectionery containing cocoa","67","4472","AFRICA"
"Imports","OSH","Oshoek","SZ","Swaziland","ZA","South Africa","18062010","KG","03","Road","201502","2015","18062010 - Chocolate and sugar confectionery containing cocoa","39.7","1174","AFRICA"
"Imports","KFN","Kopfontein","BW","Botswana","ZA","South Africa","18062010","KG","03","Road","201502","2015","18062010 - Chocolate and sugar confectionery containing cocoa","1549.98","23949","AFRICA"
"Imports","RAM","Ramatlabama","BW","Botswana","ZA","South Africa","18062010","KG","03","Road","201503","2015","18062010 - Chocolate and sugar confectionery containing cocoa","110","5994","AFRICA"
"Imports","OSH","Oshoek","SZ","Swaziland","ZA","South Africa","18062010","KG","03","Road","201503","2015","18062010 - Chocolate and sugar confectionery containing cocoa","188.96","2970","AFRICA"
"Imports","MSB","Maseru Bridge","LS","Lesotho","ZA","South Africa","18062010","KG","03","Road","201503","2015","18062010 - Chocolate and sugar confectionery containing cocoa","25","1212","AFRICA"
"Imports","KFN","Kopfontein","BW","Botswana","ZA","South Africa","18062010","KG","03","Road","201503","2015","18062010 - Chocolate and sugar confectionery containing cocoa","7599.91","480117","AFRICA"
"Imports","JSA","O.R. Tambo Int Airport","JP","Japan","ZA","South Africa","18062010","KG","04","Air","201503","2015","18062010 - Chocolate and sugar confectionery containing cocoa","0.44","14","ASIA"
"Imports","JSA","O.R. Tambo Int Airport","FR","France","ZA","South Africa","18062010","KG","04","Air","201503","2015","18062010 - Chocolate and sugar confectionery containing cocoa","10.81","18058","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","CL","Chile","ZA","South Africa","18062010","KG","04","Air","201503","2015","18062010 - Chocolate and sugar confectionery containing cocoa","90.3","455","AMERICA"
"Imports","JSA","O.R. Tambo Int Airport","BE","Belgium","ZA","South Africa","18062010","KG","04","Air","201503","2015","18062010 - Chocolate and sugar confectionery containing cocoa","729","42438","EUROPE"
"Imports","JHB","Johannesburg","NL","Netherlands","ZA","South Africa","18062010","KG","01","Maritime","201503","2015","18062010 - Chocolate and sugar confectionery containing cocoa","58.5","2287","EUROPE"
"Imports","DFM","Cape Town Int Airport","US","United States","ZA","South Africa","18062010","KG","04","Air","201503","2015","18062010 - Chocolate and sugar confectionery containing cocoa","0.2","73","AMERICA"
"Imports","DFM","Cape Town Int Airport","AE","United Arab Emirates","ZA","South Africa","18062010","KG","04","Air","201503","2015","18062010 - Chocolate and sugar confectionery containing cocoa","2.7","1131","ASIA"
"Imports","DFM","Cape Town Int Airport","BE","Belgium","ZA","South Africa","18062010","KG","04","Air","201503","2015","18062010 - Chocolate and sugar confectionery containing cocoa","76.8","33488","EUROPE"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","18062010","KG","01","Maritime","201503","2015","18062010 - Chocolate and sugar confectionery containing cocoa","97750","4958837","ASIA"
"Imports","DBN","Durban","NL","Netherlands","ZA","South Africa","18062010","KG","01","Maritime","201503","2015","18062010 - Chocolate and sugar confectionery containing cocoa","925","141168","EUROPE"
"Imports","DBN","Durban","ES","Spain","ZA","South Africa","18062010","KG","01","Maritime","201503","2015","18062010 - Chocolate and sugar confectionery containing cocoa","4160","193952","EUROPE"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201503","2015","18062010 - Chocolate and sugar confectionery containing cocoa","52830","2431667","EUROPE"
"Imports","CTN","Cape Town","GB","United Kingdom","ZA","South Africa","18062010","KG","01","Maritime","201503","2015","18062010 - Chocolate and sugar confectionery containing cocoa","1000","77293","EUROPE"
"Imports","CTN","Cape Town","ID","Indonesia","ZA","South Africa","18062010","KG","01","Maritime","201503","2015","18062010 - Chocolate and sugar confectionery containing cocoa","60","7043","ASIA"
"Imports","CTN","Cape Town","FR","France","ZA","South Africa","18062010","KG","01","Maritime","201503","2015","18062010 - Chocolate and sugar confectionery containing cocoa","3604","438951","EUROPE"
"Imports","CTN","Cape Town","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201503","2015","18062010 - Chocolate and sugar confectionery containing cocoa","3600","251423","EUROPE"
"Imports","CTN","Cape Town","BR","Brazil","ZA","South Africa","18062010","KG","01","Maritime","201504","2015","18062010 - Chocolate and sugar confectionery containing cocoa","2950","56286","AMERICA"
"Imports","CTN","Cape Town","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201504","2015","18062010 - Chocolate and sugar confectionery containing cocoa","1500","97573","EUROPE"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201504","2015","18062010 - Chocolate and sugar confectionery containing cocoa","50560","2537559","EUROPE"
"Imports","DBN","Durban","PT","Portugal","ZA","South Africa","18062010","KG","01","Maritime","201504","2015","18062010 - Chocolate and sugar confectionery containing cocoa","21953.54","1955787","EUROPE"
"Imports","DBN","Durban","MY","Malaysia","ZA","South Africa","18062010","KG","01","Maritime","201504","2015","18062010 - Chocolate and sugar confectionery containing cocoa","24000","771808","ASIA"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","18062010","KG","01","Maritime","201504","2015","18062010 - Chocolate and sugar confectionery containing cocoa","60000","2750783","ASIA"
"Imports","JHB","Johannesburg","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201504","2015","18062010 - Chocolate and sugar confectionery containing cocoa","5391.36","194470","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","BE","Belgium","ZA","South Africa","18062010","KG","04","Air","201504","2015","18062010 - Chocolate and sugar confectionery containing cocoa","27.5","4819","EUROPE"
"Imports","JHB","Johannesburg","NL","Netherlands","ZA","South Africa","18062010","KG","01","Maritime","201504","2015","18062010 - Chocolate and sugar confectionery containing cocoa","119.53","3998","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","GB","United Kingdom","ZA","South Africa","18062010","KG","04","Air","201504","2015","18062010 - Chocolate and sugar confectionery containing cocoa","5","4242","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","IT","Italy","ZA","South Africa","18062010","KG","04","Air","201504","2015","18062010 - Chocolate and sugar confectionery containing cocoa","50","15342","EUROPE"
"Imports","KFN","Kopfontein","BW","Botswana","ZA","South Africa","18062010","KG","03","Road","201504","2015","18062010 - Chocolate and sugar confectionery containing cocoa","797.97","4281","AFRICA"
"Imports","OSH","Oshoek","SZ","Swaziland","ZA","South Africa","18062010","KG","03","Road","201504","2015","18062010 - Chocolate and sugar confectionery containing cocoa","1924.27","111480","AFRICA"
"Imports","CTN","Cape Town","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201408","2014","18062010 - Chocolate and sugar confectionery containing cocoa","3300","206216","EUROPE"
"Imports","CTN","Cape Town","PL","Poland","ZA","South Africa","18062010","KG","01","Maritime","201408","2014","18062010 - Chocolate and sugar confectionery containing cocoa","123.3","7518","EUROPE"
"Imports","CTN","Cape Town","IT","Italy","ZA","South Africa","18062010","KG","01","Maritime","201408","2014","18062010 - Chocolate and sugar confectionery containing cocoa","28.9","3647","EUROPE"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201408","2014","18062010 - Chocolate and sugar confectionery containing cocoa","126377.4","6557246","EUROPE"
"Imports","DBN","Durban","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201408","2014","18062010 - Chocolate and sugar confectionery containing cocoa","1800","97928","EUROPE"
"Imports","DBN","Durban","ES","Spain","ZA","South Africa","18062010","KG","01","Maritime","201408","2014","18062010 - Chocolate and sugar confectionery containing cocoa","1000","51623","EUROPE"
"Imports","DBN","Durban","IT","Italy","ZA","South Africa","18062010","KG","01","Maritime","201408","2014","18062010 - Chocolate and sugar confectionery containing cocoa","15950","1490432","EUROPE"
"Imports","DBN","Durban","PL","Poland","ZA","South Africa","18062010","KG","01","Maritime","201408","2014","18062010 - Chocolate and sugar confectionery containing cocoa","20375","900438","EUROPE"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","18062010","KG","01","Maritime","201408","2014","18062010 - Chocolate and sugar confectionery containing cocoa","104800","4517362","ASIA"
"Imports","DBN","Durban","MY","Malaysia","ZA","South Africa","18062010","KG","01","Maritime","201408","2014","18062010 - Chocolate and sugar confectionery containing cocoa","12000","385777","ASIA"
"Imports","DBN","Durban","US","United States","ZA","South Africa","18062010","KG","01","Maritime","201408","2014","18062010 - Chocolate and sugar confectionery containing cocoa","856.27","41378","AMERICA"
"Imports","JHB","Johannesburg","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201408","2014","18062010 - Chocolate and sugar confectionery containing cocoa","340.27","18443","EUROPE"
"Imports","CTN","Cape Town","BR","Brazil","ZA","South Africa","18062010","KG","01","Maritime","201407","2014","18062010 - Chocolate and sugar confectionery containing cocoa","2000","33627","AMERICA"
"Imports","CTN","Cape Town","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201407","2014","18062010 - Chocolate and sugar confectionery containing cocoa","1200","65402","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","BE","Belgium","ZA","South Africa","18062010","KG","04","Air","201408","2014","18062010 - Chocolate and sugar confectionery containing cocoa","502","19803","EUROPE"
"Imports","CTN","Cape Town","IR","Iran","ZA","South Africa","18062010","KG","01","Maritime","201407","2014","18062010 - Chocolate and sugar confectionery containing cocoa","15081","195539","ASIA"
"Imports","CTN","Cape Town","FR","France","ZA","South Africa","18062010","KG","01","Maritime","201407","2014","18062010 - Chocolate and sugar confectionery containing cocoa","3873","500784","EUROPE"
"Imports","DBN","Durban","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201407","2014","18062010 - Chocolate and sugar confectionery containing cocoa","900","70755","EUROPE"
"Imports","DBN","Durban","ES","Spain","ZA","South Africa","18062010","KG","01","Maritime","201407","2014","18062010 - Chocolate and sugar confectionery containing cocoa","1920","99769","EUROPE"
"Imports","DBN","Durban","IT","Italy","ZA","South Africa","18062010","KG","01","Maritime","201407","2014","18062010 - Chocolate and sugar confectionery containing cocoa","1200","56294","EUROPE"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","18062010","KG","01","Maritime","201407","2014","18062010 - Chocolate and sugar confectionery containing cocoa","71475","2827353","ASIA"
"Imports","DBN","Durban","PL","Poland","ZA","South Africa","18062010","KG","01","Maritime","201407","2014","18062010 - Chocolate and sugar confectionery containing cocoa","23900","938167","EUROPE"
"Imports","DBN","Durban","TR","Turkey","ZA","South Africa","18062010","KG","01","Maritime","201407","2014","18062010 - Chocolate and sugar confectionery containing cocoa","13862.76","614497","ASIA"
"Imports","DBN","Durban","US","United States","ZA","South Africa","18062010","KG","01","Maritime","201407","2014","18062010 - Chocolate and sugar confectionery containing cocoa","1113.52","71679","AMERICA"
"Imports","JHB","Johannesburg","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201407","2014","18062010 - Chocolate and sugar confectionery containing cocoa","200","7626","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","CZ","Czech Republic","ZA","South Africa","18062010","KG","04","Air","201407","2014","18062010 - Chocolate and sugar confectionery containing cocoa","20.67","889","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","GB","United Kingdom","ZA","South Africa","18062010","KG","04","Air","201407","2014","18062010 - Chocolate and sugar confectionery containing cocoa","4.34","18","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","US","United States","ZA","South Africa","18062010","KG","04","Air","201408","2014","18062010 - Chocolate and sugar confectionery containing cocoa","290.09","10556","AMERICA"
"Imports","KFN","Kopfontein","UC","Unclassified","ZA","South Africa","18062010","KG","03","Road","201407","2014","18062010 - Chocolate and sugar confectionery containing cocoa","12","360","AFRICA"
"Imports","OSH","Oshoek","SZ","Swaziland","ZA","South Africa","18062010","KG","03","Road","201407","2014","18062010 - Chocolate and sugar confectionery containing cocoa","1.37","203","AFRICA"
"Imports","MSB","Maseru Bridge","LS","Lesotho","ZA","South Africa","18062010","KG","03","Road","201407","2014","18062010 - Chocolate and sugar confectionery containing cocoa","0.2","41","AFRICA"
"Imports","OSH","Oshoek","SZ","Swaziland","ZA","South Africa","18062010","KG","03","Road","201408","2014","18062010 - Chocolate and sugar confectionery containing cocoa","42","3233","AFRICA"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201405","2014","18062010 - Chocolate and sugar confectionery containing cocoa","8625","487650","EUROPE"
"Imports","DBN","Durban","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201405","2014","18062010 - Chocolate and sugar confectionery containing cocoa","1200","80361","EUROPE"
"Imports","DBN","Durban","IT","Italy","ZA","South Africa","18062010","KG","01","Maritime","201405","2014","18062010 - Chocolate and sugar confectionery containing cocoa","1200","43924","EUROPE"
"Imports","DBN","Durban","PL","Poland","ZA","South Africa","18062010","KG","01","Maritime","201405","2014","18062010 - Chocolate and sugar confectionery containing cocoa","8800","344893","EUROPE"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","18062010","KG","01","Maritime","201405","2014","18062010 - Chocolate and sugar confectionery containing cocoa","80000","3851883","ASIA"
"Imports","DBN","Durban","MY","Malaysia","ZA","South Africa","18062010","KG","01","Maritime","201405","2014","18062010 - Chocolate and sugar confectionery containing cocoa","12000","385775","ASIA"
"Imports","JHB","Johannesburg","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201405","2014","18062010 - Chocolate and sugar confectionery containing cocoa","3920","207585","EUROPE"
"Imports","JHB","Johannesburg","AE","United Arab Emirates","ZA","South Africa","18062010","KG","01","Maritime","201405","2014","18062010 - Chocolate and sugar confectionery containing cocoa","250","2709","ASIA"
"Imports","JHB","Johannesburg","US","United States","ZA","South Africa","18062010","KG","01","Maritime","201405","2014","18062010 - Chocolate and sugar confectionery containing cocoa","225.62","15441","AMERICA"
"Imports","JSA","O.R. Tambo Int Airport","IT","Italy","ZA","South Africa","18062010","KG","04","Air","201405","2014","18062010 - Chocolate and sugar confectionery containing cocoa","936","47833","EUROPE"
"Imports","KFN","Kopfontein","UC","Unclassified","ZA","South Africa","18062010","KG","03","Road","201405","2014","18062010 - Chocolate and sugar confectionery containing cocoa","332","13341","AFRICA"
"Imports","OSH","Oshoek","SZ","Swaziland","ZA","South Africa","18062010","KG","03","Road","201405","2014","18062010 - Chocolate and sugar confectionery containing cocoa","93.8","32027","AFRICA"
"Imports","OSH","Oshoek","SZ","Swaziland","ZA","South Africa","18062010","KG","03","Road","201406","2014","18062010 - Chocolate and sugar confectionery containing cocoa","99.76","13267","AFRICA"
"Imports","KFN","Kopfontein","UC","Unclassified","ZA","South Africa","18062010","KG","03","Road","201406","2014","18062010 - Chocolate and sugar confectionery containing cocoa","300","8727","AFRICA"
"Imports","JSA","O.R. Tambo Int Airport","IT","Italy","ZA","South Africa","18062010","KG","04","Air","201406","2014","18062010 - Chocolate and sugar confectionery containing cocoa","500","27074","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","GB","United Kingdom","ZA","South Africa","18062010","KG","04","Air","201406","2014","18062010 - Chocolate and sugar confectionery containing cocoa","1","554","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","CH","Switzerland","ZA","South Africa","18062010","KG","04","Air","201406","2014","18062010 - Chocolate and sugar confectionery containing cocoa","20","1116","EUROPE"
"Imports","JHB","Johannesburg","US","United States","ZA","South Africa","18062010","KG","01","Maritime","201406","2014","18062010 - Chocolate and sugar confectionery containing cocoa","52.5","2179","AMERICA"
"Imports","JHB","Johannesburg","TW","Taiwan","ZA","South Africa","18062010","KG","01","Maritime","201406","2014","18062010 - Chocolate and sugar confectionery containing cocoa","280","23376","ASIA"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","18062010","KG","01","Maritime","201406","2014","18062010 - Chocolate and sugar confectionery containing cocoa","46000","1937834","ASIA"
"Imports","DBN","Durban","MY","Malaysia","ZA","South Africa","18062010","KG","01","Maritime","201406","2014","18062010 - Chocolate and sugar confectionery containing cocoa","12000","381518","ASIA"
"Imports","DBN","Durban","ES","Spain","ZA","South Africa","18062010","KG","01","Maritime","201406","2014","18062010 - Chocolate and sugar confectionery containing cocoa","2500","121725","EUROPE"
"Imports","DBN","Durban","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201406","2014","18062010 - Chocolate and sugar confectionery containing cocoa","2400","126630","EUROPE"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201406","2014","18062010 - Chocolate and sugar confectionery containing cocoa","5744.62","429574","EUROPE"
"Imports","CTN","Cape Town","PL","Poland","ZA","South Africa","18062010","KG","01","Maritime","201406","2014","18062010 - Chocolate and sugar confectionery containing cocoa","123.3","7326","EUROPE"
"Imports","CTN","Cape Town","IT","Italy","ZA","South Africa","18062010","KG","01","Maritime","201406","2014","18062010 - Chocolate and sugar confectionery containing cocoa","476.28","89540","EUROPE"
